budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title_x,vote_average,vote_count,title_y,cast
103000000,"['Animation', 'Adventure', 'Comedy', 'Family']",172385,en,Rio 2,42.40024,2014-03-19,500188435,102.0,Released,"He's villainous, she's venomous.",Rio 2,6.3,978,Rio 2,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jamie Foxx', 'Andy García', 'Bruno Mars', 'Jemaine Clement', 'Rodrigo Santoro', 'Jake T. Austin', 'Amandla Stenberg', 'Pierce Gagnon', 'Rita Moreno', 'Kristin Chenoweth', 'Tracy Morgan', 'Will.i.am', 'George Lopez', 'Rachel Crow', 'Bebel Gilberto', 'Jason Harris', 'Natalie Morales', 'Janelle Monae']"
110000000,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",36658,en,X2,2.871739,2003-04-24,407711549,133.0,Released,The time has come for those who are different to stand united.,X2,6.8,3506,X2,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Rebecca Romijn', 'Brian Cox', 'Alan Cumming', 'Bruce Davison', 'Kelly Hu', 'Anna Paquin', 'Shawn Ashmore', 'Aaron Stanford', 'Katie Stuart', 'Kea Wong', 'Bryce Hodgson', 'Shauna Kain', 'Michael Reid MacKay', 'Layke Anderson', 'Daniel Cudmore', 'Michael Dougherty', 'Dan Harris', 'Bryan Singer', 'Cotter Smith', 'Chiara Zanni', 'Ted Friend', 'Aaron Douglas', 'Roger Cross', 'Nolan Gerard Funk', 'Steve Bacic']"
125000000,"['Action', 'Thriller', 'Crime']",51497,en,Fast Five,7.255718,2011-04-20,626137675,130.0,Released,Get the Fifth Gear.,Fast Five,7.1,2438,Fast Five,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris', 'Matt Schulze', 'Sung Kang', 'Gal Gadot', 'Tego Calderón', 'Don Omar', 'Joaquim de Almeida', 'Dwayne Johnson', 'Elsa Pataky', 'Michael Irby', 'Fernando Chien', 'Alimi Ballard', 'Yorgo Constantine', 'Geoff Meed', 'Joseph Melendez', 'Jeirmarie Osorio', 'Mark Hicks', 'Esteban Cueto', 'Corey Michael Eubanks', 'Luis Da Silva Jr.', 'Luis Gonzaga', 'Carlos Sanchez', 'Benjamin Blankenship', 'Pedro García', 'Arturo Gaskins', 'Jay Jackson', 'Arlene Santana', 'Kent Shocknek', 'Sharon Tay', 'Andy Rosa Adler', 'Eva Mendes', 'Michelle Rodriguez']"
125000000,"['Adventure', 'Action', 'Crime', 'Mystery']",58574,en,Sherlock Holmes: A Game of Shadows,81.499621,2011-11-22,334615000,129.0,Released,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,3886,Sherlock Holmes: A Game of Shadows,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Noomi Rapace', 'Kelly Reilly', 'Geraldine James', 'Eddie Marsan', 'Stephen Fry', 'William Houston', 'Affif Ben Badra', 'Paul Anderson', 'Wolf Kahler', 'Iain Mitchell', 'Jack Laskey', 'Patricia Slater', 'Karima Adebibe', 'Richard Cunningham', 'Marcus Shakesheff', 'Mark Sheals', 'George Taylor', 'Rachel McAdams', 'Thierry Neuvic', 'Laurentiu Possa', 'Carsten Hayes', 'Clive Russell']"
125000000,"['Adventure', 'Fantasy', 'Action']",18823,en,Clash of the Titans,47.686442,2010-04-01,232713139,106.0,Released,Titans will clash.,Clash of the Titans,5.6,2233,Clash of the Titans,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Gemma Arterton', 'Jason Flemyng', 'Alexa Davalos', 'Tine Stapelfeldt', 'Mads Mikkelsen', 'Luke Evans', 'Izabella Miko', 'Liam Cunningham', 'Hans Matheson', 'Ashraf Barhom', 'Mouloud Achour', 'Ian Whyte', 'Vincent Regan', 'Polly Walker', 'Luke Treadaway', 'Pete Postlethwaite', 'Elizabeth McGovern', 'Rory McCann', 'Kaya Scodelario', 'Alexander Siddig', 'Danny Huston', 'Phil McKee', 'Laura Kachergus', 'David Kennedy', 'Nina Young', 'Jane March', 'Nathalie Cox', 'Agyness Deyn', 'Natalia Vodianova', 'Charlotte Comer', 'Nicholas Hoult', 'Katherine Loeppky']"
65000000,"['Action', 'Adventure', 'Science Fiction']",861,en,Total Recall,43.129703,1990-06-01,261317921,113.0,Released,"They stole his mind, now he wants it back.",Total Recall,7.1,1710,Total Recall,"['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin', 'Ronny Cox', 'Michael Ironside', 'Marshall Bell', 'Roy Brocksmith', 'Ray Baker', 'Rosemary Dunsmore', 'Dean Norris', 'Debbie Lee Carrington', 'Lycia Naff', 'Robert Costanzo', 'Marc Alaimo', 'Michael Gregory', 'Mickey Jones', 'Robert Picardo', 'Michael Champion', 'Mel Johnson Jr.', 'David Knell', 'Alexia Robinson']"
160000000,"['Adventure', 'Fantasy', 'Action']",1911,en,The 13th Warrior,27.220157,1999-08-27,61698899,102.0,Released,Prey for the living.,The 13th Warrior,6.4,510,The 13th Warrior,"['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi', 'Daniel Southern', 'Clive Russell', 'Mischa Hausserman', 'Richard Bremmer', 'Diane Venora', 'Neil Maffin', 'John DeSantis', 'Oliver Sveinall', ""Asbjørn 'Bear' Riis"", 'Tony Curran', 'Albie Woodington', 'Omar Sharif', 'Erick Avari', 'John Bear Curtis', 'Andrew Kavadas', 'Richard Ooms']"
130000000,"['Action', 'Thriller']",49040,en,The Bourne Legacy,90.33681,2012-08-08,276572938,120.0,Released,There Was Never Just One,The Bourne Legacy,6.0,2651,The Bourne Legacy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn', 'Stacy Keach', 'Joan Allen', 'Donna Murphy', 'Albert Finney', 'Michael Chernus', 'Oscar Isaac', 'Corey Stoll', 'David Strathairn', 'Michael Papajohn', 'Dennis Boutsikaris', 'Sheena Colette', 'Louis Ozawa Changchien', 'Corey Johnson', 'Jennifer Kim', 'Elizabeth Marvel', 'Shane Jacobson', 'Page Leong', 'Robert Christopher Riley', 'Zeljko Ivanek', 'Lou Veloso', 'Ruby Ruiz', 'Madeleine Nicolas', 'Antonette Garcia', 'Joel Torre', 'John Arcilla', 'Faye Yvette McQueen', 'Rachel Black']"
125000000,"['Action', 'Crime', 'Fantasy']",415,en,Batman & Robin,50.073575,1997-06-20,238207122,125.0,Released,Strength. Courage. Honor. And loyalty.,Batman & Robin,4.2,1418,Batman & Robin,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger', 'Uma Thurman', 'Alicia Silverstone', 'Michael Gough', 'Pat Hingle', 'Elle Macpherson', 'John Glover', 'Vivica A. Fox', 'Robert Swenson', 'Coolio', 'Jesse Ventura', 'Ralf Moeller']"
123000000,"['Family', 'Comedy', 'Fantasy']",8871,en,How the Grinch Stole Christmas,45.419668,2000-11-17,345141403,104.0,Released,He puts the mean in green.,How the Grinch Stole Christmas,6.2,1386,How the Grinch Stole Christmas,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor', 'Christine Baranski', 'Bill Irwin', 'Molly Shannon', 'Clint Howard', 'Josh Ryan Evans', 'Mindy Sterling', 'Rachel Winfree', 'Rance Howard', 'Jeremy Howard', 'T. J. Thyne', 'Lacey Kohl', 'Nadja Pionilla', 'Suzanne Krull', 'Anthony Hopkins']"
125000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",435,en,The Day After Tomorrow,41.380094,2004-05-26,544272402,124.0,Released,Where will you be?,The Day After Tomorrow,6.2,2392,The Day After Tomorrow,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum', 'Dash Mihok', 'Jay O. Sanders', 'Sela Ward', 'Austin Nichols', 'Arjay Smith', 'Tamlyn Tomita', 'Sasha Roiz', 'Ian Holm', 'Nassim Sharara', 'Carl Alacchi', 'Kenneth Welsh', ""Michel 'Gish' Abou-Samah"", 'Kenneth Moskow', 'Glenn Plummer', 'Adrian Lester', 'Nestor Serrano', 'John Maclaren', 'Richard Zeman', 'Perry King', 'Mimi Kuzyk', 'Vitali Makarov', 'Russell Yuen', 'Christopher Britton', 'Christian Tessier']"
125000000,"['Adventure', 'Action', 'Thriller']",955,en,Mission: Impossible II,54.931334,2000-05-24,546388105,123.0,Released,Expect the impossible again.,Mission: Impossible II,5.9,1928,Mission: Impossible II,"['Tom Cruise', 'Dougray Scott', 'Thandie Newton', 'Ving Rhames', 'Richard Roxburgh', 'John Polson', 'Brendan Gleeson', 'Rade Serbedzija', 'William Mapother', 'Dominic Purcell', 'Mathew Wilkinson', 'Nicholas Bell', 'Cristina Brogeras', 'Kee Chan', 'Kim Fleming', 'Anthony Hopkins', 'Christian Manon']"
120000000,['Drama'],2133,en,The Perfect Storm,25.752118,2000-03-15,325756637,130.0,Released,The storm is coming.,The Perfect Storm,6.2,597,The Perfect Storm,"['George Clooney', 'Mark Wahlberg', 'Diane Lane', 'John C. Reilly', 'William Fichtner', 'Bob Gunton', 'Karen Allen', 'Allen Payne', 'Mary Elizabeth Mastrantonio', 'John Hawkes', 'Cherry Jones', 'Christopher McDonald', 'Michael Ironside', 'Rusty Schwimmer', 'Janet Wright', 'Dash Mihok', 'Josh Hopkins', 'Todd Kimsey', 'Chris Palermo', 'Wiley M. Pickett', 'Hayden Tank', 'Merle Kennedy', 'Jennifer Sommerfeld', 'Joseph D. Reitman', 'Sandy Ward', 'Melissa Samuels', 'Steven Barr', 'Billy Mayo']"
130000000,"['Adventure', 'Fantasy', 'Action', 'Thriller']",1979,en,4: Rise of the Silver Surfer,60.810723,2007-06-13,289047763,92.0,Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589,Fantastic 4: Rise of the Silver Surfer,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Kerry Washington', 'Andre Braugher', 'Laurence Fishburne', 'Doug Jones', 'Beau Garrett', 'Brian Posehn', 'Zach Grenier', 'Kenneth Welsh', 'Kevin McNulty', 'Crystal Lowe', 'Vanessa Lachey', 'Stan Lee', 'Andy Stahl']"
120000000,"['Adventure', 'Drama', 'Action']",87827,en,Life of Pi,51.328145,2012-11-20,609016565,127.0,Released,Believe The Unbelievable,Life of Pi,7.2,5797,Life of Pi,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd Abbas Khaleeli', 'Vibish Sivakumar', 'Rafe Spall', 'Gérard Depardieu', 'James Saito', 'Jun Naito', 'Andrea Di Stefano', 'Shravanthi Sainath', 'Elie Alouf', 'Padmini Ramachandran', 'T.M. Karthik', 'Amarendran Ramanan', 'Hari Mina Bala', 'Wang Bo-Chieh']"
110000000,"['Thriller', 'Action', 'Fantasy', 'Horror']",1250,en,Ghost Rider,46.834704,2007-02-16,228738393,114.0,Released,Hell Is About To Be Unleashed,Ghost Rider,5.2,1712,Ghost Rider,"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley', 'Donal Logue', 'Sam Elliott', 'Peter Fonda', 'Brett Cullen', 'Matt Long', 'Raquel Alessi', 'Tony Ghosthawk', 'Hugh Sexton', 'Marcus Jones', 'Matt Norman', 'Lawrence Cameron Steele', 'Eddie Baroo', 'Jessica Napier', 'Rebel Wilson', 'Daniel Fredericsen', 'Mathew Wilkinson']"
120000000,"['Action', 'Thriller']",324668,en,Jason Bourne,62.641286,2016-07-27,415484914,123.0,Released,You know his name,Jason Bourne,5.9,2341,Jason Bourne,"['Matt Damon', 'Alicia Vikander', 'Tommy Lee Jones', 'Vincent Cassel', 'Julia Stiles', 'Riz Ahmed', 'Ato Essandoh', 'Scott Shepherd', 'Bill Camp', 'Vinzenz Kiefer', 'Stephen Kunken', 'Ben Stylianou', 'Kaya Yuzuki', ""Matthew O'Neill"", 'Lizzie Phillips', 'Paris Stangl', 'Gregg Henry', 'Matt Blair', 'Amy De Bhrún', 'Akie Kotabe', 'Robin Crouch', 'Joe Kennard', 'Miguel Alves-Khan', 'Robert Stanton', 'Duran Fulton Brown', 'Charles Jarman', 'Jay Vincent Diaz', 'Richard Nunez', 'Sonny Robertson', 'James Dormuth', 'Dexter Emery', 'Jorge Luis Alvarez', 'Ava Katharina Maria Hoeller', 'Shane Williams', 'Frank Roskowski', 'Johnny Cicco', 'Martin Daniel Latham', 'Trevor White', 'Sasha Larkin', 'Barrie Brown', 'Stuart Jeffrey Cram', 'Brian Duda', 'Bobby Akers', 'Hugo Alonzo', 'Griffin Andrews', 'Jeremy Angel', 'Jozef Aoki', 'Sarah Armstrong', 'Robert-Anthony Artlett', 'Lasco Atkins', 'Alphonso Austin', 'Martin Ballantyne', 'Tim Baros', 'Gintare Beinoraviciute', 'Marc Benanti', 'Greg Benoit', 'Tom Bonello', 'Charles-Jean Boucher', 'Allen Bracken', ""Vin'Cenzo Burgess"", 'Anthony Burkhalter', 'Eduardo Jed Camara', 'Hunter Cannistraci', 'Lenisa Ann Careaga', 'Nicole Chauvet', 'Shin-Fei Chen', 'Jeannine Comeau', 'Constance Consola', 'Angel Contreras', 'Alexander Cooper', 'Jesse M. Cooper', 'Graig Couton', 'Lisamarie Cowan', 'Roger Julian Cross', 'Gioacchino Jim Cuffaro', 'Graham Curry', 'Darlene Dalmaceda', 'Erin C. Davis', 'Christine de Lota', 'Jody Deats', 'Steven I. Dillard', 'Nick Donald', 'Timothy Skyler Dunigan', 'Andrew Dunkelberger', 'Paul Edney', 'Barbara Edwards', 'Heiko Effenberger', 'Aaron Egawa', 'Daniel Eghan', 'Clara Emanuel', 'Ricardo Ewert', 'Dino Fazzani', 'Nathan Ferguson', 'Joseph D Fisher', 'Ellie Fox', 'Neve Gachev', 'Alexander Garganera', 'Michael Garvey', 'Gladis Giada', 'Alex Gillison', 'Philip Greene', 'Adam Gregory', 'Shane Griffin', 'Guna Gultniece', 'Kevin Hager', 'Phillip Allen Hall III', 'Yumiko Hanasaka', 'Jeanette Hatlestad', 'Michael Haydon', 'John Heartstone', 'David Hershwitzky', 'Jamie Hodge', 'Yusuf Hofri', 'Ken Holliday', 'Oliver Hollingdale', 'Kornelia Horvath', 'Romulus Hotea', 'Jahmilla Jackson', 'Dolly Jagdeo', 'Bron James', 'Jimi James', 'Kyle James', 'Natasha Jenssen', 'Kyle Jerichow', 'Jauhara Jivanji', 'Jemarko Jones', 'Mark Justice', 'KaiCarra', 'Lampros Kalfuntzos', 'Attila G. Kerekes', 'Kyle Kesterson', 'Marat Khairoullin', 'Kaveh Khatiri', 'Slim Khezri', 'Elle van Knoll', 'Steven Krasner', 'Vivian Yoon Lee', 'Kamil Lemieszewski', 'Matthew Leonhart', 'David Ae Levy', 'Raul Limon', 'Frank Lui Geo', 'Kevin Lye', 'Rob Marchitti', 'Maria Marra', 'Garry Marriott', 'Alex Martin', 'Jason Matthewson', 'Stephanie McIntyre', 'Amelie McKendry', 'Neal McNeil', 'Addyson Medley', 'Andy Mihalache', 'Anthony Molinari', 'Robb Moon', 'Sean Moon', 'Paul A Munday', 'Ashley Nicole Murray', 'Celina Nessa', 'Emily Ng', 'Brodi Nicholas', 'Jason Novak', 'Emeson Nwolie', 'Lisa Nygard-Pugh', 'Angelo Olivier', 'Sarah Ospina', 'B.J. Parker', 'Mac Pietowski', 'Dean Preston', 'Damon Proctor', 'Jon Prophet', 'Abigail Rich', 'Lovell Richards', 'Jarrett Ricker', 'Joan Riegert', 'Brian Robak', 'Belen Rosenberg', 'Andre Rutherford', 'Nunzio Santoro', 'Shane Santos', 'Lani Sarem', 'Kaleigh Saunders', 'Nicolas Savidis-Macris', 'Mark Sawtelle', 'Earl Vincent Sherwood II', 'Adonis Simmons', 'Tina Simmons', 'Neil Alexander Smith', 'Eric Sparks', 'Richard Stanley', 'Elicia Stokes Navarro', 'Alyx Stone', 'Aaron Strong', 'Georgie-May Tearle', 'Paul Terry', 'Tony Toste', 'Michael A. Tushaus', 'Vassiliki Tzanakou', 'Luke Van Bergen', 'Tony Vivio', 'Sheila Vossough', 'Marla Aaron Wapner', 'Don Whatley', 'LaFonda Whitehead', 'Chris Wolfe', 'Andie Ximenes', 'Alexander Yassin', 'Brad Hamerly']"
120000000,"['Action', 'Adventure', 'Comedy']",9471,en,Charlie's Angels: Full Throttle,33.616115,2003-06-27,259175788,106.0,Released,This summer the Angels are back.,Charlie's Angels: Full Throttle,5.2,914,Charlie's Angels: Full Throttle,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bernie Mac', 'Robert Patrick', 'Demi Moore', 'John Cleese', 'Matt LeBlanc', 'Luke Wilson', 'Shia LaBeouf', 'Pink', 'Crispin Glover', 'Justin Theroux', 'Melissa McCarthy', ""Ja'net DuBois"", 'Rodrigo Santoro', 'Eric Bogosian', 'Robert Forster', 'Daxing Zhang', 'Yuen Cheung-Yan', 'Bruce Comtois', 'Bruce Willis', 'Mary-Kate Olsen', 'Ashley Olsen']"
130000000,"['Science Fiction', 'Adventure', 'Mystery']",70981,en,Prometheus,68.889395,2012-05-30,403170142,124.0,Released,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5080,Prometheus,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce', 'Idris Elba', 'Logan Marshall-Green', 'Charlize Theron', 'Lucy Hutchinson', 'Sean Harris', 'Rafe Spall', 'Kate Dickie', 'Emun Elliott', 'Benedict Wong', 'Patrick Wilson', 'Ian Whyte', 'Branwell Donaghey', 'Vladimir Furdik', 'C.C. Smiff', 'Shane Steyn', 'John Lebar', 'Anil Biltoo', 'Giannina Facio', 'James Embree', 'Robin Atkin Downes', 'Louisa Staples', 'Annie Penn', 'Daniel James']"
120000000,"['Family', 'Adventure', 'Animation', 'Comedy']",10996,en,Stuart Little 2,27.990284,2002-07-19,169956806,78.0,Released,A Little Goes A Long Way,Stuart Little 2,5.4,613,Stuart Little 2,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'Anna Hoelck', 'Ashley Hoelck', 'Nathan Lane', 'Melanie Griffith', 'James Woods', 'Steve Zahn', 'Maria Bamford', 'Kevin Olson', 'Rachael Harris', 'Marc John Jefferies']"
115000000,"['Science Fiction', 'Action', 'Drama', 'Thriller']",68724,en,Elysium,67.33767,2013-08-07,286140700,109.0,Released,He can save us all.,Elysium,6.4,3439,Elysium,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga', 'Diego Luna', 'Wagner Moura', 'William Fichtner', 'Faran Tahir', 'Jose Pablo Cantillo', 'Maxwell Perry Cotton', 'Brandon Auret', 'Josh Blacker', 'Emma Tremblay', 'Adrian Holmes', 'Jared Keeso', 'Michael Shanks', 'Carly Pope', 'Ona Grauer', 'Terry Chen', 'Chris Shields', 'Christina Cox', 'Derek Gilroy', 'Talisa Soto', 'Claire Smithies']"
105000000,"['Action', 'Science Fiction']",2789,en,The Chronicles of Riddick,27.835436,2004-06-11,115772733,119.0,Released,All the power in the universe can't change destiny,The Chronicles of Riddick,6.3,1570,The Chronicles of Riddick,"['Vin Diesel', 'Thandie Newton', 'Karl Urban', 'Colm Feore', 'Linus Roache', 'Keith David', 'Yorick van Wageningen', 'Nick Chinlund', 'Alexa Davalos', 'Roger Cross', 'Kim Hawthorne', 'Judi Dench', 'Mark Gibbon', 'Terry Chen', 'Christina Cox', 'Nigel Vonas', 'Raoul Ganeev', 'Alexis Llewellyn', 'Charles Zuckermann']"
120000000,"['Action', 'Science Fiction']",97020,en,RoboCop,66.757869,2014-01-30,242688965,102.0,Released,We've got the future under control.,RoboCop,5.7,2342,RoboCop,"['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton', 'Abbie Cornish', 'Jackie Earle Haley', 'Michael Kenneth Williams', 'Jennifer Ehle', 'Jay Baruchel', 'Marianne Jean-Baptiste', 'Samuel L. Jackson', 'Aimee Garcia', 'Douglas Urbanski', 'John Paul Ruttan', 'Patrick Garrow', 'K. C. Collins', 'WBBrown II']"
120000000,"['Action', 'Family', 'Science Fiction']",7459,en,Speed Racer,17.060695,2008-05-09,93945766,135.0,Released,Go!,Speed Racer,5.7,354,Speed Racer,"['Emile Hirsch', 'Christina Ricci', 'Matthew Fox', 'Susan Sarandon', 'Scott Porter', 'John Goodman', 'Ariel Winter', 'Nicholas Elia', 'Hiroyuki Sanada', 'Art LaFleur', 'Richard Roundtree', 'Togo Igawa', 'Nan Yu', 'Cosma Shiva Hagen', 'Roger Allam', 'Nayo Wallace', 'Rain', 'Moritz Bleibtreu', 'Benno Fürmann', 'Ralph Herforth', 'Jana Pallaske', 'Megan Gay', 'Yuriri Naka', 'Narges Rashidi', 'Fang Yu', 'Kick Gurry']"
120000000,"['Comedy', 'Drama', 'Romance']",42888,en,How Do You Know,11.137655,2010-12-17,48668907,121.0,Released,How do you know it's love?,How Do You Know,4.9,223,How Do You Know,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson', 'Jack Nicholson', 'Kathryn Hahn', 'Molly Price', 'Shelley Conn', 'Tony Shalhoub', 'Mark Linn-Baker', 'Lenny Venito', 'Ron McLarty', 'Domenick Lombardozzi', 'John Tormey', 'Teyonah Parris', 'Dean Norris', 'Tara Subkoff']"
117000000,"['Action', 'Comedy']",37834,en,Knight and Day,44.906918,2010-06-15,261930431,109.0,Released,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,1547,Knight and Day,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard', 'Viola Davis', 'Jordi Mollà', 'Paul Dano', 'Maggie Grace', 'Marc Blucas', 'Celia Weston', 'Dale Dye', 'Falk Hentschel', 'Lennie Loftin', 'Rich Manley', 'Gal Gadot', ""Jack O'Connell"", 'Trevor Loomis', 'Nilaja Sun', 'Jerrell Lee Wesley', 'Adam Gregory']"
120000000,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",75612,en,Oblivion,67.698004,2013-04-10,286168572,124.0,Released,Earth is a memory worth fighting for,Oblivion,6.4,4800,Oblivion,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo', 'Zoë Bell', 'Abigail Lowe', 'Isabelle Lowe', 'David Madison', 'John L. Armijo', 'Fileena Bahris', 'Joanne Bahris', 'Andrew Breland', 'Lisa Raziano']"
113000000,"['Science Fiction', 'Adventure', 'Action']",1895,en,Star Wars: Episode III - Revenge of the Sith,44.108427,2005-05-17,850000000,140.0,Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4116,Star Wars: Episode III - Revenge of the Sith,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz', 'Jimmy Smits', 'Peter Mayhew', 'Oliver Ford Davies', 'Ahmed Best', 'Silas Carson', 'Joel Edgerton', 'Bonnie Piesse', 'Matthew Wood', 'Temuera Morrison', 'Bruce Spence', 'Jeremy Bulloch', 'Wayne Pygram', 'Nick Gillard', 'Aidan Barton', 'James Earl Jones', 'George Lucas', 'Jett Lucas', 'Amanda Lucas', 'Katie Lucas', ""Jay Laga'aia"", 'Rohan Nichol', 'David Bowers', 'Keisha Castle-Hughes', 'Matt Sloan', 'Rebecca Jackson Mendoza', 'Tux Akindoyeni', 'Matt Rowan', 'Kenji Oates', 'Amy Allen', 'Bodie Taylor', 'Graeme Blundell', 'Trisha Noble', 'Claudia Karvan', 'Keira Wingate', 'Hayley Mooy', 'Sandi Finlay', ""Genevieve O'Reilly"", 'Warren Owens', 'Kee Chan', 'Rena Owen', 'Christopher Kirby', 'Kristy Wright', 'Coinneach Alexander', 'Mousy McCallum', 'Michael Kingma', 'Axel Dench', 'Steven Foy', 'Julian Khazzouh', 'James Rowland', 'David Stiff', 'Robert Cope']"
120000000,"['Adventure', 'Action', 'Science Fiction']",1894,en,Star Wars: Episode II - Attack of the Clones,43.987061,2002-05-15,649398328,142.0,Released,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,6.4,3992,Star Wars: Episode II - Attack of the Clones,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen', 'Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz', 'Ahmed Best', 'Pernilla August', 'Oliver Ford Davies', 'Andrew Secombe', 'Silas Carson', 'Alethea McGrath', 'Temuera Morrison', 'Jimmy Smits', ""Jay Laga'aia"", 'Daniel Logan', 'Leeanna Walsman', 'Jack Thompson', 'Joel Edgerton', 'Bonnie Piesse', 'Ayesha Dharker', 'Rose Byrne', 'Veronica Segura', 'Matt Doran', 'Alan Ruscoe', 'Ron Falk', 'Anthony Phelan', 'Rena Owen', 'Susie Porter', 'Matt Sloan', 'David Bowers', 'Steve John Shepherd', 'Bodie Taylor', 'Matt Rowan', 'Steven Boyle', 'Zachariah Jensen', 'Alex Knoll', 'Phoebe Yiamkiati', 'Marton Csokas']"
115000000,"['Animation', 'Comedy', 'Family']",585,en,"Monsters, Inc.",106.815545,2001-11-01,562816256,92.0,Released,We Scare Because We Care.,"Monsters, Inc.",7.5,5996,"Monsters, Inc.","['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti', 'Jennifer Darling', 'Patti Deutsch', 'Pete Docter', 'Bobby Edner', 'Ashley Edner', 'Paul Eiding', 'Katie Scarlettr', 'Bill Farmer', 'Keegan Farrell', 'Pat Fraley', 'Teresa Ganzel', 'Taylor Gifaldi', 'Marc John Jefferies', 'Joe Lala', 'Noah Luke', 'Sherry Lynn', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Laraine Newman', 'Kay Panabaker', ""Bret 'Brook' Parker"", 'Phil Proctor', 'Josh Qualtieri', 'Guido Quaroni', 'Jan Rabson', 'Lisa Raggio', 'Joe Ranft', 'Katherine Ringgold', 'Sophia Ranft', 'Bob Scott', 'Jim Thornton', 'Lee Unkrich', 'Wallace Shawn', 'Daniel Gerson', 'David Silverman']"
